5.3290, 3.3017, 8.6309
6.0494, 2.2889, 8.3384
7.2399, 2.2875, 9.5274
3.7535, 4.1724, 7.9260
6.6979, 2.5339, 9.2319
9.1895, 1.9644, 11.1540
3.8352, 4.1779, 8.0131
5.7834, 2.7822, 8.5657
3.8797, 4.1841, 8.0641
5.5556, 2.8389, 8.3946
