2.4974,0.0219,2.5195
2.7831,0.0188,2.8021
2.5903,0.0144,2.6047
2.4705,0.0141,2.4847
2.7770,0.0208,2.7984
2.8705,0.0225,2.8931
2.5591,0.0144,2.5736
3.0029,0.0132,3.0162
2.7516,0.0238,2.7756
4.7603,0.0220,4.7825
