sec,15,1,4.1409,3010
omp,15,2,3.62294,3010
omp,15,2,3.64571,3010
omp,15,2,3.57346,3010
omp,15,2,3.56348,3010
omp,15,2,3.62441,3010
omp,15,3,3.1731,3010
omp,15,3,2.93012,3010
omp,15,3,3.04752,3010
omp,15,3,2.9978,3010
omp,15,3,3.00289,3010
omp,15,4,2.79314,3010
omp,15,4,2.93206,3010
omp,15,4,3.24017,3010
omp,15,4,2.79675,3010
omp,15,4,2.94017,3010
omp,15,5,2.66153,3010
omp,15,5,2.65361,3010
omp,15,5,2.66152,3010
omp,15,5,2.73981,3010
omp,15,5,2.68994,3010
omp,15,6,2.58719,3010
omp,15,6,2.53372,3010
omp,15,6,2.73231,3010
omp,15,6,2.57281,3010
omp,15,6,2.59174,3010
omp,15,7,2.45758,3010
omp,15,7,2.55077,3010
omp,15,7,2.47587,3010
omp,15,7,2.50332,3010
omp,15,7,2.45509,3010
omp,15,8,2.52935,3010
omp,15,8,2.58914,3010
omp,15,8,2.53447,3010
omp,15,8,2.49263,3010
omp,15,8,2.55989,3010
omp,15,9,4.63046,3010
omp,15,9,4.57699,3010
omp,15,9,4.62324,3010
omp,15,9,4.58414,3010
omp,15,9,4.5894,3010
omp,15,10,4.90956,3010
omp,15,10,4.9031,3010
omp,15,10,4.94513,3010
omp,15,10,4.89232,3010
omp,15,10,4.98605,3010
omp,15,11,5.13289,3010
omp,15,11,5.1151,3010
omp,15,11,5.30043,3010
omp,15,11,5.16903,3010
omp,15,11,5.21082,3010
omp,15,12,5.26582,3010
omp,15,12,5.36922,3010
omp,15,12,5.3314,3010
omp,15,12,5.37804,3010
omp,15,12,5.28684,3010
omp,15,13,5.51471,3010
omp,15,13,5.47594,3010
omp,15,13,5.49519,3010
omp,15,13,5.4658,3010
omp,15,13,5.49073,3010
omp,15,14,5.6428,3010
omp,15,14,5.67196,3010
omp,15,14,5.63909,3010
omp,15,14,5.65164,3010
omp,15,14,5.68712,3010
omp,15,15,5.89012,3010
omp,15,15,5.95497,3010
omp,15,15,5.90471,3010
omp,15,15,5.92832,3010
omp,15,15,5.89554,3010
omp,15,16,6.1625,3010
omp,15,16,6.10868,3010
omp,15,16,6.13125,3010
omp,15,16,6.13296,3010
omp,15,16,6.15452,3010
sec,16,1,43.7819,3481
omp,16,2,36.3417,3481
omp,16,2,36.2233,3481
omp,16,2,36.2654,3481
omp,16,3,31.206,3481
omp,16,3,31.2713,3481
omp,16,3,31.0998,3481
omp,16,4,29.123,3481
omp,16,4,29.1721,3481
omp,16,4,29.1837,3481
omp,16,5,27.1792,3481
omp,16,5,27.1556,3481
omp,16,5,27.0904,3481
omp,16,6,26.8912,3481
omp,16,6,26.8189,3481
omp,16,6,26.8461,3481
omp,16,7,26.1423,3481
omp,16,7,26.196,3481
omp,16,7,26.1535,3481
omp,16,8,26.214,3481
omp,16,8,26.3916,3481
omp,16,8,29.3178,3481
omp,16,9,46.535,3481
omp,16,9,46.4366,3481
omp,16,9,46.6928,3481
omp,16,10,50.3626,3481
omp,16,10,49.3037,3481
omp,16,10,49.8576,3481
omp,16,11,51.7473,3481
omp,16,11,51.7123,3481
omp,16,11,51.9832,3481
omp,16,12,53.6155,3481
omp,16,12,53.6236,3481
omp,16,12,53.5021,3481
omp,16,13,54.0715,3481
omp,16,13,54.1428,3481
omp,16,13,54.3023,3481
omp,16,14,56.1345,3481
omp,16,14,55.8086,3481
omp,16,14,55.7879,3481
omp,16,15,58.0216,3481
omp,16,15,57.9123,3481
omp,16,15,57.6442,3481
omp,16,16,60.0941,3481
omp,16,16,59.8661,3481
omp,16,16,59.7577,3481
sec,17,1,32.2701,3267
omp,17,2,26.0983,3267
omp,17,2,26.1042,3267
omp,17,2,26.0682,3267
omp,17,3,24.0949,3267
omp,17,3,23.9904,3267
omp,17,3,23.8209,3267
omp,17,4,20.9513,3267
omp,17,4,20.7318,3267
omp,17,4,20.8708,3267
omp,17,5,19.6367,3267
omp,17,5,19.8093,3267
omp,17,5,19.8841,3267
omp,17,6,19.2621,3267
omp,17,6,19.3409,3267
omp,17,6,19.3505,3267
omp,17,7,18.2933,3267
omp,17,7,18.5494,3267
omp,17,7,18.3319,3267
omp,17,8,21.0821,3267
omp,17,8,20.9532,3267
omp,17,8,17.7884,3267
omp,17,9,30.5667,3267
omp,17,9,30.5179,3267
omp,17,9,30.1148,3267
omp,17,10,32.5673,3267
omp,17,10,32.6659,3267
omp,17,10,32.6003,3267
omp,17,11,33.8592,3267
omp,17,11,33.7166,3267
omp,17,11,33.7223,3267
